GEOID,sovi,rank,fema_region
g17009,-9.82998212489669,524.0,FEMA_5
g17011,1.7430883319074721,110.0,FEMA_5
g17013,-1.0774798935369305,360.0,FEMA_5
g17015,2.15429965830047,85.0,FEMA_5
g17017,3.294904313519978,44.0,FEMA_5
g17019,-0.9391038129696611,349.0,FEMA_5
g17021,0.08623579422020233,241.0,FEMA_5
g17023,0.1988158590588539,232.0,FEMA_5
g17025,0.7290201931240309,189.0,FEMA_5
g17027,-3.3636085758034437,490.0,FEMA_5
g17029,0.7755130171981153,185.0,FEMA_5
g17031,9.34656120174262,3.0,FEMA_5
g17033,-1.2420771492859524,375.0,FEMA_5
g17035,-0.5045375863704772,310.0,FEMA_5
g17037,-2.025277982614429,422.0,FEMA_5
g17039,-1.4060012560443762,390.0,FEMA_5
g17041,1.8614259020105037,102.0,FEMA_5
g17043,-1.5487677178676593,395.0,FEMA_5
g17045,2.4548819320674014,75.0,FEMA_5
g17047,-0.458721124446839,303.0,FEMA_5
g17049,-1.8450380815744014,412.0,FEMA_5
g17051,-0.8290066973569996,340.0,FEMA_5
g17053,1.1121583286675985,157.0,FEMA_5
g17055,2.612365973983049,66.0,FEMA_5
g17057,-0.24671357331239085,279.0,FEMA_5
g17059,3.7052419296569084,34.0,FEMA_5
g17061,-0.8599853568036169,342.0,FEMA_5
g17063,-3.1124105334599923,481.0,FEMA_5
g17065,1.124369005319529,156.0,FEMA_5
g17067,1.0941788415358542,160.0,FEMA_5
g17069,1.2869989722124897,147.0,FEMA_5
g17071,1.0319510157961225,167.0,FEMA_5
g17073,-0.42192871651338104,296.0,FEMA_5
g17075,1.9209357816146304,101.0,FEMA_5
g17077,-0.6302424067364771,321.0,FEMA_5
g17079,-0.65528217443037,324.0,FEMA_5
g17081,-0.4657449338193913,305.0,FEMA_5
g17083,-1.7033801860186748,405.0,FEMA_5
g17085,1.0645272732275866,164.0,FEMA_5
g17087,-5.948041232320115,518.0,FEMA_5
g17089,2.4459719071137975,76.0,FEMA_5
g17091,1.4667430562365436,129.0,FEMA_5
g17093,-5.193941035874413,507.0,FEMA_5
g17095,2.4921549025319982,73.0,FEMA_5
g17097,-1.2946436805571633,379.0,FEMA_5
g17099,0.4420633876383674,219.0,FEMA_5
g17101,-5.916998879451507,517.0,FEMA_5
g17103,-1.1575644868994694,368.0,FEMA_5
g17105,-0.6897363369809031,329.0,FEMA_5
g17107,0.027062161873082857,252.0,FEMA_5
g17109,-1.1464723035604267,367.0,FEMA_5
g17111,-4.156389876550094,499.0,FEMA_5
g17113,-2.8291254629340363,464.0,FEMA_5
g17115,2.0597024734005718,90.0,FEMA_5
g17117,0.11463398664671809,239.0,FEMA_5
g17119,-0.9195725398965279,345.0,FEMA_5
g17121,2.0008528413645026,96.0,FEMA_5
g17123,0.07119949298286779,242.0,FEMA_5
g17125,1.5987523449965964,120.0,FEMA_5
g17127,2.2715662421467844,80.0,FEMA_5
g17129,-1.1646200335636827,371.0,FEMA_5
g17131,-0.07393990712640841,260.0,FEMA_5
g17133,-4.423261156746953,503.0,FEMA_5
g17135,-0.90819756694977,343.0,FEMA_5
g17137,0.6181821988935674,203.0,FEMA_5
g17139,0.9466349936616895,172.0,FEMA_5
g17141,-0.7609276171144999,334.0,FEMA_5
g17143,1.0900662133778192,162.0,FEMA_5
g17145,-2.5354277823256024,447.0,FEMA_5
g17147,-2.7048509608764784,456.0,FEMA_5
g17149,1.552743533977552,123.0,FEMA_5
g17151,2.730307677329124,60.0,FEMA_5
g17153,4.157506157607354,25.0,FEMA_5
g17155,-2.146782241460944,430.0,FEMA_5
g17157,-2.794558529330434,460.0,FEMA_5
g17159,0.8907156182176317,177.0,FEMA_5
g17161,3.0861602353794764,49.0,FEMA_5
g17163,1.2099684598277685,152.0,FEMA_5
g17165,2.8097586672820887,58.0,FEMA_5
g17167,-0.2522452400953399,280.0,FEMA_5
g17169,-1.1258920665056522,366.0,FEMA_5
g17171,0.056674980823085086,244.0,FEMA_5
g17173,-0.43213334319032715,300.0,FEMA_5
g17175,0.12178341484540184,238.0,FEMA_5
g17177,3.083366291651444,50.0,FEMA_5
g17179,-1.7477025026614974,408.0,FEMA_5
g17181,1.8279289283156799,105.0,FEMA_5
g17183,2.8158432594267575,56.0,FEMA_5
g17185,0.46886864271117895,216.0,FEMA_5
g17187,3.571822398077449,36.0,FEMA_5
g17189,-1.2720153728360917,377.0,FEMA_5
g17191,1.3043139236192183,144.0,FEMA_5
g17193,3.930405999420933,27.0,FEMA_5
g17195,2.1955316683824337,83.0,FEMA_5
g17197,-2.413639265994667,443.0,FEMA_5
g17199,0.9066126630903646,174.0,FEMA_5
g17201,2.9149396311333584,52.0,FEMA_5
g17203,-3.158807190605287,483.0,FEMA_5
g18001,2.161667367504949,84.0,FEMA_5
g18003,0.6392916819263672,202.0,FEMA_5
g18005,-1.3292472392344594,381.0,FEMA_5
g18007,0.19760681972187188,233.0,FEMA_5
g18009,1.1060998840705136,159.0,FEMA_5
g18011,-5.465906014481236,510.0,FEMA_5
g18013,-1.4768493204968218,392.0,FEMA_5
g18015,-1.0794045412757698,361.0,FEMA_5
g18017,2.8858953334613506,53.0,FEMA_5
g18019,-0.1338437673986146,267.0,FEMA_5
g18021,-0.859617823171489,341.0,FEMA_5
g18023,3.1779627135469397,47.0,FEMA_5
g18025,-0.32811086462269123,289.0,FEMA_5
g18027,2.146826779471437,86.0,FEMA_5
g18029,-3.2439781289738865,487.0,FEMA_5
g18031,-0.7955280563258144,338.0,FEMA_5
g18033,-1.9421362709934964,416.0,FEMA_5
g18035,1.5853705458862803,121.0,FEMA_5
g18037,-1.3887603848271222,388.0,FEMA_5
g18039,2.642911756060829,64.0,FEMA_5
g18041,2.8141942249045124,57.0,FEMA_5
g18043,-0.01573628521203596,255.0,FEMA_5
g18045,-0.26430790395783743,282.0,FEMA_5
g18047,-3.0071207057370533,475.0,FEMA_5
g18049,-0.4044989556343881,294.0,FEMA_5
g18051,-2.0023118607204022,418.0,FEMA_5
g18053,2.662499000111328,63.0,FEMA_5
g18055,-0.49229531532376153,308.0,FEMA_5
g18057,-6.757559673712656,522.0,FEMA_5
g18059,-3.6637299949727793,493.0,FEMA_5
g18061,-2.8350466443179636,466.0,FEMA_5
g18063,-5.230386594701173,509.0,FEMA_5
g18065,-0.6769401199310359,327.0,FEMA_5
g18067,1.4539999055063708,131.0,FEMA_5
g18069,-0.7786178399955708,336.0,FEMA_5
g18071,-0.4866803822247876,307.0,FEMA_5
g18073,-2.187547607420013,436.0,FEMA_5
g18075,1.0212235747629246,168.0,FEMA_5
g18077,0.7921344748499504,184.0,FEMA_5
g18079,-2.8760209948551863,468.0,FEMA_5
g18081,-3.113813402678102,482.0,FEMA_5
g18083,0.46875262600628564,217.0,FEMA_5
g18085,-1.3810948318134046,387.0,FEMA_5
g18087,6.245270748508657,8.0,FEMA_5
g18089,3.9089262499247788,28.0,FEMA_5
g18091,-0.9655925661976427,350.0,FEMA_5
g18093,0.043868411043312405,246.0,FEMA_5
g18095,0.9536404678576621,171.0,FEMA_5
g18097,3.961931079701269,26.0,FEMA_5
g18099,0.7693658618316327,187.0,FEMA_5
g18101,-1.610767205193122,398.0,FEMA_5
g18103,-2.6634702796758383,452.0,FEMA_5
g18105,-2.1863659834159406,434.0,FEMA_5
g18107,0.03421680067335239,249.0,FEMA_5
g18109,-2.8261833736683286,463.0,FEMA_5
g18111,-1.0425250423158383,355.0,FEMA_5
g18113,1.1086691515493374,158.0,FEMA_5
g18115,-1.3528827367518463,383.0,FEMA_5
g18117,-0.25238895021715474,281.0,FEMA_5
g18119,-1.8369380645653477,411.0,FEMA_5
g18121,0.8998427652465031,175.0,FEMA_5
g18123,-2.9303840816934557,470.0,FEMA_5
g18125,-0.7383645863474428,333.0,FEMA_5
g18127,-2.762570109596136,457.0,FEMA_5
g18129,-2.546263499078611,449.0,FEMA_5
g18131,-0.24399119256874677,278.0,FEMA_5
g18133,-4.343111000418433,502.0,FEMA_5
g18135,1.2199039648805552,151.0,FEMA_5
g18137,-0.49385991986911815,309.0,FEMA_5
g18139,-0.16256961169426976,271.0,FEMA_5
g18141,1.5474470256799768,124.0,FEMA_5
g18143,0.03644229510010555,248.0,FEMA_5
g18145,-0.29883832620160733,284.0,FEMA_5
g18147,-2.5910211492419615,450.0,FEMA_5
g18149,0.8997662897226208,176.0,FEMA_5
g18151,-2.1745354986709886,433.0,FEMA_5
g18153,-3.301440400285526,489.0,FEMA_5
g18155,-0.6839123248459229,328.0,FEMA_5
g18157,-2.1874510779453473,435.0,FEMA_5
g18159,-0.7220901788322954,332.0,FEMA_5
g18161,-2.005296168121518,420.0,FEMA_5
g18163,1.6777643879159647,115.0,FEMA_5
g18165,0.7046124496839683,191.0,FEMA_5
g18167,-0.1205399105372798,266.0,FEMA_5
g18169,2.2273715931664335,81.0,FEMA_5
g18171,-2.4636220018404056,445.0,FEMA_5
g18173,-3.672506199192945,494.0,FEMA_5
g18175,-1.0949562653207048,364.0,FEMA_5
g18177,3.7315705742858483,33.0,FEMA_5
g18179,-0.42542050378859786,298.0,FEMA_5
g18181,0.6088372688647324,204.0,FEMA_5
g18183,-3.0310950539546115,477.0,FEMA_5
g19001,-1.2058545821428523,291.0,FEMA_7
g19003,-0.35772135606889566,234.0,FEMA_7
g19005,-1.196608951188664,289.0,FEMA_7
g19007,1.7935851950441084,89.0,FEMA_7
g19009,1.6578331912768451,97.0,FEMA_7
g19011,-2.238879697510977,335.0,FEMA_7
g19013,0.9375647684774215,147.0,FEMA_7
g19015,-1.684347802638576,319.0,FEMA_7
g19017,-2.8464892390438257,362.0,FEMA_7
g19019,-2.243105990421456,336.0,FEMA_7
g19021,2.710130041793485,45.0,FEMA_7
g19023,-0.16870106670566964,218.0,FEMA_7
g19025,0.9454981280457018,146.0,FEMA_7
g19027,1.281696293680611,120.0,FEMA_7
g19029,1.447086361670381,111.0,FEMA_7
g19031,-1.9268561444306855,327.0,FEMA_7
g19033,0.6838270112260191,158.0,FEMA_7
g19035,-0.16333156052783296,216.0,FEMA_7
g19037,-1.2917817387757053,298.0,FEMA_7
g19039,0.5343277804008247,168.0,FEMA_7
g19041,-0.270404133826721,227.0,FEMA_7
g19043,-0.7239587575975717,256.0,FEMA_7
g19045,0.49455812330205595,174.0,FEMA_7
g19047,3.3508324883066414,30.0,FEMA_7
g19049,-5.472964928209604,407.0,FEMA_7
g19051,0.7618296039358672,155.0,FEMA_7
g19053,0.8901078379945606,149.0,FEMA_7
g19055,-2.1895597834017733,333.0,FEMA_7
g19057,1.9265267720693724,76.0,FEMA_7
g19059,-4.223709480072048,393.0,FEMA_7
g19061,-0.7463834808779439,258.0,FEMA_7
g19063,0.34617407208608314,186.0,FEMA_7
g19065,0.23456540453343028,190.0,FEMA_7
g19067,1.5597462653649126,104.0,FEMA_7
g19069,1.6719467164773212,96.0,FEMA_7
g19071,-0.21557418915707927,221.0,FEMA_7
g19073,0.5124499968782816,172.0,FEMA_7
g19075,-2.3947163484185228,343.0,FEMA_7
g19077,-1.1146084412798984,285.0,FEMA_7
g19079,0.06841861296488802,198.0,FEMA_7
g19081,-0.5466713470715818,249.0,FEMA_7
g19083,-1.1664259082846902,287.0,FEMA_7
g19085,-1.0277125760347896,280.0,FEMA_7
g19087,0.5798226120048278,162.0,FEMA_7
g19089,0.5030039909253987,173.0,FEMA_7
g19091,0.43707001540458923,182.0,FEMA_7
g19093,1.0097085796095895,139.0,FEMA_7
g19095,-2.2558092931326024,337.0,FEMA_7
g19097,-0.943904728038207,274.0,FEMA_7
g19099,-0.8199566577205515,267.0,FEMA_7
g19101,-3.352325548421792,375.0,FEMA_7
g19103,-4.360530592723297,394.0,FEMA_7
g19105,-2.3746680657718815,342.0,FEMA_7
g19107,0.15340138464661618,196.0,FEMA_7
g19109,-0.9688298636441443,276.0,FEMA_7
g19111,1.3756405033934649,115.0,FEMA_7
g19113,-2.126407416274597,332.0,FEMA_7
g19115,1.0993846422446492,133.0,FEMA_7
g19117,1.0393135573634735,136.0,FEMA_7
g19119,-1.5659641177678767,314.0,FEMA_7
g19121,-3.9453238420821055,388.0,FEMA_7
g19123,-0.7549926730174212,260.0,FEMA_7
g19125,-2.8931624366358015,363.0,FEMA_7
g19127,2.313836918753344,55.0,FEMA_7
g19129,-3.6207136400036894,376.0,FEMA_7
g19131,-0.367016683568005,236.0,FEMA_7
g19133,2.157955149475922,63.0,FEMA_7
g19135,-1.1280185083273437,286.0,FEMA_7
g19137,2.7895794822657196,43.0,FEMA_7
g19139,1.0378646141563763,137.0,FEMA_7
g19141,0.030348811315056068,202.0,FEMA_7
g19143,-0.4327600254638897,242.0,FEMA_7
g19145,0.1654223610234833,195.0,FEMA_7
g19147,0.6003014797141915,160.0,FEMA_7
g19149,-2.667831557369813,355.0,FEMA_7
g19151,0.5658589563977371,164.0,FEMA_7
g19153,-1.6326798072138122,316.0,FEMA_7
g19155,0.7984933953743986,153.0,FEMA_7
g19157,-0.35552573280664235,233.0,FEMA_7
g19159,1.584015108731557,102.0,FEMA_7
g19161,-0.12499227468096996,213.0,FEMA_7
g19163,-0.9826681239996504,277.0,FEMA_7
g19165,-0.4222621483986948,240.0,FEMA_7
g19167,-2.595814252956015,353.0,FEMA_7
g19169,-5.613088150504583,408.0,FEMA_7
g19171,3.0184103987169144,36.0,FEMA_7
g19173,1.3368254701546545,117.0,FEMA_7
g19175,1.4970686230058563,106.0,FEMA_7
g19177,0.18491398973116685,194.0,FEMA_7
g19179,3.2287915349487197,32.0,FEMA_7
g19181,-2.7154553089145543,357.0,FEMA_7
g19183,-0.35974144882161607,235.0,FEMA_7
g19185,1.6791726629479578,94.0,FEMA_7
g19187,1.279117713879722,123.0,FEMA_7
g19189,-0.751906636560791,259.0,FEMA_7
g19191,-2.9921466657681193,369.0,FEMA_7
g19193,2.800939929222186,42.0,FEMA_7
g19195,-0.6819720748359834,255.0,FEMA_7
g19197,1.2803394459212984,121.0,FEMA_7
g20001,2.3421406509125777,53.0,FEMA_7
g20003,1.124750579843211,132.0,FEMA_7
g20005,2.240891027428624,59.0,FEMA_7
g20007,-0.8569669284680637,270.0,FEMA_7
g20009,1.446935264532886,112.0,FEMA_7
g20011,1.4101580191733993,113.0,FEMA_7
g20013,5.7588681197854825,9.0,FEMA_7
g20015,-2.9638133586520543,367.0,FEMA_7
g20017,0.5199285003456489,171.0,FEMA_7
g20019,2.272874923108847,58.0,FEMA_7
g20021,1.5707435513201755,103.0,FEMA_7
g20023,0.22871890856830568,192.0,FEMA_7
g20025,1.9040902014066983,80.0,FEMA_7
g20027,-0.8546742949867306,269.0,FEMA_7
g20029,3.592684072660497,22.0,FEMA_7
g20031,-0.34098294110746047,231.0,FEMA_7
g20033,1.1860301525481596,127.0,FEMA_7
g20035,1.8044042713030022,85.0,FEMA_7
g20037,0.8157354244282985,152.0,FEMA_7
g20039,2.321113521564237,54.0,FEMA_7
g20041,-0.60358998587919,252.0,FEMA_7
g20043,-0.8033184493969598,264.0,FEMA_7
g20045,-3.3212053001274975,374.0,FEMA_7
g20047,-0.48983179288966816,245.0,FEMA_7
g20049,1.1984058636977224,125.0,FEMA_7
g20051,-1.8219534809280613,325.0,FEMA_7
g20053,-3.717984138022065,381.0,FEMA_7
g20055,3.197383146681068,33.0,FEMA_7
g20057,5.253125005382538,11.0,FEMA_7
g20059,-1.3905482129418394,305.0,FEMA_7
g20061,-1.4187103823966656,307.0,FEMA_7
g20063,-2.5554393903629364,352.0,FEMA_7
g20065,-1.5495543955840898,313.0,FEMA_7
g20067,3.015643762341838,38.0,FEMA_7
g20069,0.4716836809974795,176.0,FEMA_7
g20071,-0.7592621560300079,261.0,FEMA_7
g20073,1.840086388005573,82.0,FEMA_7
g20075,0.47046101770508786,177.0,FEMA_7
g20077,2.2331597622118133,60.0,FEMA_7
g20079,1.0154314454921431,138.0,FEMA_7
g20081,-0.3204737552091064,230.0,FEMA_7
g20083,-3.2332187833680135,372.0,FEMA_7
g20085,0.04153629611192061,200.0,FEMA_7
g20087,-3.936904336578816,386.0,FEMA_7
g20089,-1.5783979084409872,315.0,FEMA_7
g20091,-5.974879194273663,409.0,FEMA_7
g20093,0.02127075223079744,203.0,FEMA_7
g20095,0.044166806300511174,199.0,FEMA_7
g20097,-0.41560611966560346,238.0,FEMA_7
g20099,2.15053708099683,64.0,FEMA_7
g20101,-1.7142396064611636,320.0,FEMA_7
g20103,-4.3823215431828,395.0,FEMA_7
g20105,1.06719771774385,134.0,FEMA_7
g20107,-2.9724839887528947,368.0,FEMA_7
g20109,-0.8132936144976808,266.0,FEMA_7
g20111,2.955017627225291,39.0,FEMA_7
g20113,-1.0872882624986033,284.0,FEMA_7
g20115,-0.35364685836998255,232.0,FEMA_7
g20117,-0.22946743084329205,224.0,FEMA_7
g20119,-0.22149376224817297,222.0,FEMA_7
g20121,-3.29193685689709,373.0,FEMA_7
g20123,-1.3792418435052436,304.0,FEMA_7
g20125,3.4039496222743613,27.0,FEMA_7
g20127,-0.8035813728365219,265.0,FEMA_7
g20129,0.5426410465467081,167.0,FEMA_7
g20131,1.5952183665232642,100.0,FEMA_7
g20133,2.279042593258276,57.0,FEMA_7
g20135,1.234563425603882,124.0,FEMA_7
g20137,-2.0869905071861705,330.0,FEMA_7
g20139,-1.2012634732727203,290.0,FEMA_7
g20141,1.0532270195064317,135.0,FEMA_7
g20143,-3.2197474484614155,371.0,FEMA_7
g20145,-3.9386371751490157,387.0,FEMA_7
g20147,0.7263095272797173,157.0,FEMA_7
g20149,-3.8861558916676664,385.0,FEMA_7
g20151,-0.4703328880772397,244.0,FEMA_7
g20153,0.4680743449088898,178.0,FEMA_7
g20155,1.3701855365673448,116.0,FEMA_7
g20157,1.1849909078421503,128.0,FEMA_7
g20159,1.7992686815440444,86.0,FEMA_7
g20161,-5.065618272558588,402.0,FEMA_7
g20163,0.23100707399284337,191.0,FEMA_7
g20165,-0.06638453397794891,209.0,FEMA_7
g20167,-0.42067443137459154,239.0,FEMA_7
g20169,0.5871554572028531,161.0,FEMA_7
g20171,-0.08409060506258192,210.0,FEMA_7
g20173,0.41480341114819314,184.0,FEMA_7
g20175,7.092178189340984,7.0,FEMA_7
g20177,2.287220274522911,56.0,FEMA_7
g20179,-1.4589003336109714,310.0,FEMA_7
g20181,1.9242095848327747,77.0,FEMA_7
g20183,2.1222833823066405,65.0,FEMA_7
g20185,0.9457585082766246,145.0,FEMA_7
g20187,2.0082006798464986,68.0,FEMA_7
g20189,0.24772674687333804,189.0,FEMA_7
g20191,-0.43096112717059354,241.0,FEMA_7
g20193,-0.45654698043834696,243.0,FEMA_7
g20195,-2.3164070881837016,340.0,FEMA_7
g20197,-3.8119696812255666,383.0,FEMA_7
g20199,-2.1936172822858264,334.0,FEMA_7
g20201,-1.075348455289714,282.0,FEMA_7
g20203,-1.3709098253612115,303.0,FEMA_7
g20205,2.588183586932399,49.0,FEMA_7
g20207,2.4193864949806176,52.0,FEMA_7
g20209,7.438161838641374,5.0,FEMA_7
g21001,-0.11666426589892151,373.0,FEMA_4
g21003,-0.8194954189859476,469.0,FEMA_4
g21005,-3.78871714182955,692.0,FEMA_4
g21007,-2.342263274516834,627.0,FEMA_4
g21009,0.12315771859059799,344.0,FEMA_4
g21011,-1.1098119976986713,505.0,FEMA_4
g21013,2.723873614157961,85.0,FEMA_4
g21015,-5.792150264600357,725.0,FEMA_4
g21017,0.44353610751977324,293.0,FEMA_4
g21019,-0.330140342284885,398.0,FEMA_4
g21021,0.26266060638610844,320.0,FEMA_4
g21023,-2.0504993580613347,607.0,FEMA_4
g21025,3.200320332784238,63.0,FEMA_4
g21027,-1.46862791193204,551.0,FEMA_4
g21029,-5.417962909096792,720.0,FEMA_4
g21031,-1.1556126997143021,512.0,FEMA_4
g21033,0.1520050186692941,337.0,FEMA_4
g21035,-0.8228504990536191,470.0,FEMA_4
g21037,-2.729921988051676,648.0,FEMA_4
g21039,0.3673042973694729,302.0,FEMA_4
g21041,1.7912368382691195,145.0,FEMA_4
g21043,-1.1638942079542698,514.0,FEMA_4
g21045,0.5237995501277091,282.0,FEMA_4
g21047,0.16714408109108525,334.0,FEMA_4
g21049,-1.867253064660872,597.0,FEMA_4
g21051,1.0708522647883099,218.0,FEMA_4
g21053,0.08679871321408439,347.0,FEMA_4
g21055,0.3655261049837476,304.0,FEMA_4
g21057,1.9023316023012442,140.0,FEMA_4
g21059,-1.1765606750649238,517.0,FEMA_4
g21061,-0.5871976438740224,435.0,FEMA_4
g21063,4.557311665353556,29.0,FEMA_4
g21065,0.7225520623338046,262.0,FEMA_4
g21067,-0.7953405354956602,465.0,FEMA_4
g21069,-2.9154813975895246,655.0,FEMA_4
g21071,1.0064266876203083,230.0,FEMA_4
g21073,-1.36274042134184,537.0,FEMA_4
g21075,0.8592188378394705,245.0,FEMA_4
g21077,0.18816669315808954,331.0,FEMA_4
g21079,-3.102209362562446,668.0,FEMA_4
g21081,-3.580746581685348,684.0,FEMA_4
g21083,-0.5895970407176407,436.0,FEMA_4
g21085,-0.8609897663206416,475.0,FEMA_4
g21087,0.23189278527744306,324.0,FEMA_4
g21089,-1.1702125397856822,515.0,FEMA_4
g21091,-2.3626644062093463,631.0,FEMA_4
g21093,-2.1699630733365027,615.0,FEMA_4
g21095,1.6316322568161372,156.0,FEMA_4
g21097,-0.2716411895810076,389.0,FEMA_4
g21099,-0.0037913119229421866,356.0,FEMA_4
g21101,-1.2250606765416379,521.0,FEMA_4
g21103,-1.2727194805919546,525.0,FEMA_4
g21105,3.6647050620047663,48.0,FEMA_4
g21107,0.05161714938030543,353.0,FEMA_4
g21109,0.32090640965371187,312.0,FEMA_4
g21111,-0.08063225239789285,367.0,FEMA_4
g21113,-2.2172454032076794,621.0,FEMA_4
g21115,-0.7185644753880437,454.0,FEMA_4
g21117,-2.8286248313341327,653.0,FEMA_4
g21119,-0.27861382626486175,390.0,FEMA_4
g21121,2.367383287948366,112.0,FEMA_4
g21123,-1.823953758154209,593.0,FEMA_4
g21125,-1.7493019412056248,590.0,FEMA_4
g21127,0.1086931937052188,345.0,FEMA_4
g21129,1.9175505993124693,136.0,FEMA_4
g21131,1.3079861928034127,189.0,FEMA_4
g21133,-0.03626497331658096,360.0,FEMA_4
g21135,-0.21719894342004958,382.0,FEMA_4
g21137,-1.0745031818606354,500.0,FEMA_4
g21139,0.43004900868192925,297.0,FEMA_4
g21141,-1.4004331203216536,541.0,FEMA_4
g21143,4.210714130358059,36.0,FEMA_4
g21145,-0.0962840231231441,370.0,FEMA_4
g21147,1.4471797990293362,177.0,FEMA_4
g21149,-0.6196521907914101,439.0,FEMA_4
g21151,-1.2704206068013675,524.0,FEMA_4
g21153,1.5828344700536914,161.0,FEMA_4
g21155,-0.8158951797210998,466.0,FEMA_4
g21157,0.2045939508791489,326.0,FEMA_4
g21159,2.893923453072465,76.0,FEMA_4
g21161,0.4327504891167062,296.0,FEMA_4
g21163,-4.249534478581638,701.0,FEMA_4
g21165,2.839681111581757,77.0,FEMA_4
g21167,-2.0647280426605445,608.0,FEMA_4
g21169,-1.668075260870027,579.0,FEMA_4
g21171,1.0296778866772867,227.0,FEMA_4
g21173,-1.7243247836669178,587.0,FEMA_4
g21175,0.8364847025246029,251.0,FEMA_4
g21177,-0.3068664750954517,395.0,FEMA_4
g21179,-3.3938341694450767,679.0,FEMA_4
g21181,0.3856883308309206,301.0,FEMA_4
g21183,-0.6294676034893414,443.0,FEMA_4
g21185,-7.150335457411483,735.0,FEMA_4
g21187,-1.0266454986515776,494.0,FEMA_4
g21189,6.5588873489782005,14.0,FEMA_4
g21191,-3.4459816921537048,682.0,FEMA_4
g21193,0.6083035039952025,274.0,FEMA_4
g21195,-0.033493368962195014,359.0,FEMA_4
g21197,1.177639745594421,201.0,FEMA_4
g21199,0.44022022846928405,294.0,FEMA_4
g21201,1.1524349534789804,204.0,FEMA_4
g21203,1.0163127585500225,229.0,FEMA_4
g21205,0.2275105386705688,325.0,FEMA_4
g21207,1.0597266006432728,220.0,FEMA_4
g21209,-4.406391374885752,704.0,FEMA_4
g21211,-2.3493850528184796,628.0,FEMA_4
g21213,-2.2597458740604757,622.0,FEMA_4
g21215,-5.365246944301907,718.0,FEMA_4
g21217,-0.1619913747780517,377.0,FEMA_4
g21219,-0.6837175266302289,449.0,FEMA_4
g21221,-1.4529635474373364,550.0,FEMA_4
g21223,-2.1906856447378686,617.0,FEMA_4
g21225,-1.2935997220701028,529.0,FEMA_4
g21227,-1.48828796169225,554.0,FEMA_4
g21229,-1.04684234859047,496.0,FEMA_4
g21231,1.0802304027009615,215.0,FEMA_4
g21233,-1.1010035004050258,503.0,FEMA_4
g21235,1.4478417494126812,176.0,FEMA_4
g21237,4.8386775203254695,26.0,FEMA_4
g21239,-4.007000918464499,697.0,FEMA_4
g22001,-0.5455484371043122,309.0,FEMA_6
g22003,-1.1763356137168657,356.0,FEMA_6
g22005,-5.876265575034326,494.0,FEMA_6
g22007,-4.0378603417712124,481.0,FEMA_6
g22009,1.3477012091564127,137.0,FEMA_6
g22011,-3.0903965147304917,453.0,FEMA_6
g22013,0.8902522881536219,176.0,FEMA_6
g22015,-2.585191658851917,433.0,FEMA_6
g22017,-0.514749181820043,307.0,FEMA_6
g22019,-1.7745532814676652,389.0,FEMA_6
g22021,-2.0505307095921435,405.0,FEMA_6
g22023,-6.071157144735669,496.0,FEMA_6
g22025,-2.790253977807075,440.0,FEMA_6
g22027,-1.412909397182628,375.0,FEMA_6
g22029,0.6430149469605542,194.0,FEMA_6
g22031,-1.1412719596593768,354.0,FEMA_6
g22033,-1.846788809381703,393.0,FEMA_6
g22035,2.470220237932778,67.0,FEMA_6
g22037,-2.2239247074426136,412.0,FEMA_6
g22039,-0.014859480520568957,264.0,FEMA_6
g22041,0.7331875420289491,186.0,FEMA_6
g22043,-3.194886366884431,456.0,FEMA_6
g22045,-2.1956147858141533,411.0,FEMA_6
g22047,-3.724458133057913,475.0,FEMA_6
g22049,-0.3736462131805314,287.0,FEMA_6
g22051,-0.09974748596675104,270.0,FEMA_6
g22053,-1.7171669658313893,388.0,FEMA_6
g22055,-3.0134572164464295,452.0,FEMA_6
g22057,-2.623116047723581,436.0,FEMA_6
g22059,-2.498711653072615,427.0,FEMA_6
g22061,-0.6482109471374244,318.0,FEMA_6
g22063,-4.644200080882587,487.0,FEMA_6
g22065,0.29835943333793924,223.0,FEMA_6
g22067,1.4947929698180733,128.0,FEMA_6
g22069,-0.4064627476298558,292.0,FEMA_6
g22071,0.16375258056147746,238.0,FEMA_6
g22073,-0.6647854883077039,321.0,FEMA_6
g22075,-5.6396580960453555,493.0,FEMA_6
g22077,-2.0289678082943237,401.0,FEMA_6
g22079,-0.03491115596304048,267.0,FEMA_6
g22081,-1.6865761718287209,385.0,FEMA_6
g22083,0.1476171746651197,240.0,FEMA_6
g22085,-2.359558024158984,420.0,FEMA_6
g22087,-2.0691601031682683,406.0,FEMA_6
g22089,-4.532554666158505,486.0,FEMA_6
g22091,-0.7975554059588952,334.0,FEMA_6
g22093,-2.996030480039251,450.0,FEMA_6
g22095,-2.6839753592197257,439.0,FEMA_6
g22097,-0.32521775758909754,285.0,FEMA_6
g22099,-2.5388890608993413,430.0,FEMA_6
g22101,-1.7080406377638853,386.0,FEMA_6
g22103,-4.32143501686737,482.0,FEMA_6
g22105,-2.03392965091862,403.0,FEMA_6
g22107,1.7744638224592706,105.0,FEMA_6
g22109,-3.263900967020346,460.0,FEMA_6
g22111,-1.4176630362780176,376.0,FEMA_6
g22113,-2.3465702450745463,418.0,FEMA_6
g22115,-2.3447166956779126,417.0,FEMA_6
g22117,0.9209770291793684,171.0,FEMA_6
g22119,-0.4936285941835946,301.0,FEMA_6
